donation_id,donation_date,city,state,donor_type,food_type,quantity_donated_kg,quantity_available_kg,shelf_life_hours,storage_condition,storage_temp_C,distance_to_foodbank_km,foodbank_id,foodbank_capacity_kg,current_stock_kg,beneficiaries_count,transport_available,redistribution_priority,donor_contact_number,remarks
DON-0511,2026-01-25,Jalandhar,Punjab,Supermarket,VEGETABLES ,76.0,42.2,38.0,Cold,3.9,31.9,FB-04,500,123,189.0,NO,LOW,+91-988200622,
DON-0059,2026-01-10,Jaipur,Rajasthan,Supermarket,vegetables,68.7,54.3,26.0,Room,22.0,34.6,FB-02,800,193,312.0,YES ,MEDIUM ,+91-985409352,urgent pickup
DON-0475,2026-01-17,amritsar ,Punjab,Gurudwara Langar,Wheat Flour,165.8,,44.0,Room,27.3,11.0,FB-02,800,632,287.0,yes,med,+91-987801693,urgent pickup
DON-0561,2026-01-13,Delhi,Delhi,Farm,vegetables,145.2,136.4,29.0,Cold,2.9,13.9,FB-05,1500,1393,292.0,No,Medium,+91-982135583,festival surplus
DON-0253,2026-01-06,Bathinda,Punjab,Gurudwara Langar,vegetables,130.8,95.5,,Room,21.0,8.0,FB-05,1000,647,214.0,yes,High,+91-989654584,ok
DON-0022,2026-01-19,Patiala,Punjab,Household,Bread/Bakery,60.2,44.4,,No Storage,28.9,13.0,FB-04,500,157,180.0,Y,med,+91-987081950,ok
DON-0314,2026-02-07,Patiala,Punjab,Gurudwara Langar,Bread/Bakery,58.6,52.6,12.0,Cold,5.9,4.2,FB-01,1000,569,96.0,No,med,+91-982743227,urgent pickup
DON-0460,2026-02-10,Patiala,Punjab,Supermarket,Cooked Meals,95.6,64.6,10.0,Cold,3.7,3.2,FB-04,500,414,109.0,YES ,med,+91-982641455,urgent pickup
DON-0161,2026-02-02,Bathinda,Punjab,Hostel Mess,Bread/Bakery,116.3,74.0,21.0,Room,26.7,10.5,FB-05,1000,436,270.0,N,med,+91-985706797,festival surplus
DON-0277,2026-01-05,Delhi,Delhi,Gurudwara Langar,Cooked Meals,144.0,82.3,3.0,No Storage,32.1,18.7,FB-01,1500,417,368.0,NO,High,+91-983196274,ok
DON-0192,2026-02-12,Jaipur,Rajasthan,Hostel Mess,Bread/Bakery,113.8,67.1,7.0,No Storage,28.2,26.2,FB-05,1500,437,183.0,Yes,MEDIUM ,+91-981995893,
DON-0386,2026-01-16,Chandigarh,Chandigarh UT,Household,Cooked Meals,135.1,80.9,7.0,Room,26.5,6.5,FB-03,1000,459,188.0,Y,HIGH ,+91-987630064,urgent pickup
DON-0414,2026-03-06,Bathinda,Punjab,Wedding Hall,Cooked Meals,31.3,23.3,4.0,Room,26.5,22.7,FB-04,1000,631,173.0,Yes,MEDIUM ,+91-983513614,urgent pickup
DON-0492,2026-03-05,AMRITSAR,Punjab,Gurudwara Langar,Wheat Flour,55.3,40.8,140.0,No Storage,30.2,7.5,FB-02,800,233,188.0,Yes,MEDIUM ,+91-989341353,urgent pickup
DON-0344,2026-01-08,Bathinda,Punjab,Gurudwara Langar,vegetables,58.6,34.8,9.0,Cold,5.9,3.9,FB-03,1500,1224,388.0,yes,High,+91-987387952,urgent pickup
DON-0309,2026-01-28,Jaipur,Rajasthan,Supermarket,Rice,65.4,58.4,,No Storage,28.1,22.4,FB-03,1500,1209,109.0,Yes,LOW,+91-983612761,urgent pickup
DON-0131,2026-02-14,Bathinda,Punjab,Supermarket,Wheat Flour,57.1,41.9,153.0,Cold,3.3,11.4,FB-02,1500,784,382.0,Y,Medium,+91-981225391,festival surplus
DON-0100,2026-01-13,Jaipur,Rajasthan,Restaurant,Wheat Flour,72.2,66.3,127.0,Cold,3.2,23.9,FB-05,1000,748,443.0,,Medium,+91-983148091,ok
DON-0373,2026-03-05,AMRITSAR,Punjab,Restaurant,Bread/Bakery,125.2,93.0,8.0,Room,27.7,10.1,FB-02,1000,891,318.0,Y,high,+91-983233969,
DON-0088,2026-01-08,CHANDIGARH,Chandigarh UT,Gurudwara Langar,rice ,122.8,112.0,96.0,Room,25.0,6.0,FB-03,800,346,485.0,yes,HIGH ,+91-988008443,ok
DON-0459,2026-01-28,LUDHIANA ,Punjab,Supermarket,Dairy,143.4,124.4,15.0,Cold,4.6,19.9,FB-02,500,216,289.0,Y,Medium,+91-988572307,festival surplus
DON-0331,2026-02-24,Patiala,Punjab,Restaurant,cooked meals ,140.1,122.5,7.0,Room,24.0,21.3,FB-04,500,296,171.0,YES ,High,+91-981791624,
DON-0215,2026-01-21,Patiala,Punjab,Gurudwara Langar,Wheat Flour,161.1,126.6,141.0,Room,22.4,17.2,FB-03,1500,747,276.0,N,MEDIUM ,+91-987562865,urgent pickup
DON-0467,2026-02-12,Delhi,Delhi,Supermarket,VEGETABLES ,139.2,114.0,41.0,Cold,5.4,9.3,FB-02,1000,826,208.0,Yes,med,+91-989357646,ok
DON-0122,2026-01-18,Amritsar,Punjab,Restaurant,Bread/Bakery,104.3,59.7,14.0,Room,22.0,18.5,FB-05,1500,277,127.0,N,med,+91-981737954,ok
DON-0021,2026-02-12,AMRITSAR,Punjab,Household,cooked meals ,127.7,89.5,7.0,Room,21.9,8.8,FB-02,1500,878,77.0,NO,Medium,+91-986806466,ok
DON-0072,2026-02-06,Delhi,Delhi,Farm,RICE,121.2,95.7,66.0,Cold,5.6,22.5,FB-03,1500,340,123.0,NO,med,+91-989143478,ok
DON-0107,2026-01-19,Bathinda,Punjab,Gurudwara Langar,Fruits,66.1,63.5,500.0,Cold,4.6,21.7,FB-04,800,142,118.0,yes,Low,+91-982372070,urgent pickup
DON-0271,2026-01-16,Jalandhar,Punjab,Hostel Mess,Cooked Meals,66.0,46.0,8.0,Room,20.7,21.9,FB-05,1000,328,342.0,YES ,HIGH ,+91-981676935,ok
DON-0436,2026-01-11,amritsar ,Punjab,Gurudwara Langar,rice ,66.7,49.8,114.0,Cold,5.5,10.1,FB-05,1500,304,176.0,YES ,Medium,+91-986778994,ok
DON-0103,2026-03-06,Patiala,Punjab,Restaurant,vegetables,111.3,93.2,45.0,Cold,4.3,14.4,FB-04,500,304,392.0,yes,high,+91-986994376,
DON-0067,2026-01-08,Amritsar,Punjab,Restaurant,cooked meals ,104.0,87.5,9.0,Room,22.7,23.8,FB-05,1000,727,202.0,Yes,High,+91-983887698,urgent pickup
DON-0227,2026-01-13,Bathinda,Punjab,Farm,Dairy,79.1,68.7,31.0,Room,20.8,6.7,FB-04,800,421,100.0,Yes,MEDIUM ,+91-987630604,festival surplus
DON-0070,2026-01-11,Delhi,Delhi,Gurudwara Langar,Wheat Flour,50.0,31.7,102.0,Cold,4.7,15.6,FB-02,1500,1064,268.0,Y,Medium,+91-987143326,
DON-0501,2026-01-17,Jaipur,Rajasthan,Gurudwara Langar,rice ,-56.2,55.1,53.0,No Storage,29.6,12.9,FB-04,1500,906,,Y,MEDIUM ,+91-988596477,urgent pickup
DON-0161,2026-02-02,Bathinda,Punjab,Hostel Mess,Bread/Bakery,116.3,74.0,21.0,Room,26.7,10.5,FB-05,1000,436,270.0,N,med,+91-985706797,festival surplus
DON-0400,2026-02-19,Chandigarh,Chandigarh UT,Restaurant,Cooked Meals,120.4,94.0,6.0,No Storage,24.1,13.8,FB-02,1000,700,173.0,yes,HIGH ,+91-985763090,
DON-0033,2026-02-08,LUDHIANA ,Punjab,Supermarket,Fruits,94.5,132.29999999999998,62.0,Cold,3.1,8.8,FB-01,500,403,275.0,yes,med,+91-983869760,
DON-0258,2026-03-09,Bathinda,Punjab,Restaurant,Bread/Bakery,102.1,86.7,17.0,Room,28.2,16.9,FB-01,500,369,107.0,Yes,med,+91-984507145,ok
DON-0166,2026-01-26,Patiala,Punjab,Supermarket,Dairy,69.4,67.1,30.0,Room,22.0,26.2,FB-01,1000,818,174.0,YES ,med,+91-988199107,ok
DON-0053,2026-02-26,amritsar ,Punjab,Hostel Mess,Wheat Flour,90.4,59.3,110.0,Cold,3.6,15.5,FB-01,1000,847,212.0,no ,low ,+91-986672605,festival surplus
DON-0573,2026-03-01,Jaipur,Rajasthan,Restaurant,vegetables,58.7,57.5,24.0,No Storage,33.6,10.7,FB-02,800,276,173.0,N,Medium,+91-982923413,festival surplus
DON-0347,2026-01-30,Jaipur,Rajasthan,Farm,Vegetables,65.4,60.1,26.0,Cold,4.8,25.1,FB-04,1500,1211,231.0,Y,med,+91-988613312,
DON-0429,2026-02-20,Amritsar,Punjab,Gurudwara Langar,Vegetables,58.4,44.5,22.0,Room,25.9,8.4,FB-03,1000,251,222.0,yes,med,+91-981684143,ok
DON-0239,2026-03-03,Jaipur,Rajasthan,Gurudwara Langar,Bread/Bakery,56.1,44.5,25.0,No Storage,26.6,12.2,FB-05,800,716,329.0,N,med,+91-981526925,festival surplus
DON-0546,2026-01-13,Jaipur,Rajasthan,Farm,Bread/Bakery,131.1,97.7,23.0,Room,24.9,10.4,FB-01,800,662,98.0,Y,Medium,+91-988396822,ok
DON-0289,2026-02-06,Ludhiana,Punjab,Supermarket,Rice,150.0,109.3,62.0,Cold,3.3,11.4,FB-02,1000,430,305.0,no ,med,+91-981045807,urgent pickup
DON-0013,2026-01-18,Ludhiana,Punjab,Hostel Mess,Cooked Meals,177.9,108.3,9.0,Cold,6.7,8.7,FB-04,500,132,253.0,Yes,high,+91-989837590,festival surplus
DON-0020,2026-01-12,Jaipur,Rajasthan,Supermarket,Wheat Flour,140.7,134.6,197.0,Room,26.2,14.5,FB-05,1500,242,300.0,YES ,med,+91-987243669,
